item_nbr,store_nbr,mae,mean_sales,mae_pct,safety_stock,reorder_point,eoq,ABC,XYZ,ABC_XYZ,family,perishable,unit_price,daily_revenue,revenue_at_risk,annual_revenue,annual_revenue_at_risk,stockout_prob,daily_stockout_cost,annual_stockout_cost,current_stock,alert,alert_urgency
554049,1,2.03,3.63,55.8,11,36,258,A,Z,AZ,GROCERY I,0,2.5,9.075,5.074999999999999,3312.3749999999995,1852.3749999999998,0.18,1.6334999999999997,596.2274999999998,16.0,True,Critical
557256,1,4.17,14.02,29.8,28,126,506,A,Z,AZ,EGGS,1,2.0,28.04,8.34,10234.6,3044.1,0.18,5.047199999999999,2763.3419999999996,175.0,False,OK
557257,1,1.99,3.75,53.1,8,35,262,A,Y,AY,EGGS,1,2.0,7.5,3.98,2737.5,1452.7,0.08,0.6,328.5,29.0,True,Reorder Now
557285,1,1.6,2.55,62.7,11,28,216,A,Y,AY,DELI,1,4.5,11.475,7.2,4188.375,2628.0,0.08,0.918,502.605,15.0,True,Reorder Now
557305,1,1.9,4.31,44.1,10,40,280,A,Y,AY,DELI,1,4.5,19.395,8.549999999999999,7079.175,3120.7499999999995,0.08,1.5516,849.5010000000001,41.0,False,OK
557408,1,2.69,5.05,53.2,14,49,304,A,Y,AY,DAIRY,1,2.2,11.110000000000001,5.918,4055.1500000000005,2160.07,0.08,0.8888000000000001,486.61800000000005,65.0,False,OK
557420,1,5.19,12.48,41.6,29,117,477,A,Z,AZ,PREPARED FOODS,1,5.5,68.64,28.545,25053.6,10418.925000000001,0.18,12.3552,6764.472,77.0,True,Reorder Now
557810,1,0.82,1.89,43.7,5,18,186,A,Z,AZ,GROCERY I,0,2.5,4.725,2.05,1724.6249999999998,748.2499999999999,0.18,0.8504999999999999,310.43249999999995,21.0,False,OK
559494,1,1.09,2.47,44.0,6,24,212,A,Y,AY,BREAD/BAKERY,1,1.5,3.705,1.6350000000000002,1352.325,596.7750000000001,0.08,0.2964,162.279,12.0,True,Critical
559870,1,3.64,6.19,58.8,18,61,336,A,Z,AZ,GROCERY I,0,2.5,15.475000000000001,9.1,5648.375000000001,3321.5,0.18,2.7855000000000003,1016.7075000000001,28.0,True,Critical
559873,1,1.87,4.21,44.3,10,40,277,A,Z,AZ,GROCERY I,0,2.5,10.525,4.675000000000001,3841.625,1706.3750000000002,0.18,1.8945,691.4925000000001,42.0,False,OK
563966,1,8.88,10.08,88.1,120,191,429,A,Z,AZ,BEVERAGES,0,3.0,30.240000000000002,26.64,11037.6,9723.6,0.18,5.4432,1986.768,200.0,False,OK
564110,1,1.8,3.38,53.2,10,33,248,A,Z,AZ,GROCERY I,0,2.5,8.45,4.5,3084.2499999999995,1642.5,0.18,1.521,555.165,38.0,False,OK
564272,1,1.71,3.87,44.3,9,36,266,A,Y,AY,GROCERY I,0,2.5,9.675,4.275,3531.3750000000005,1560.3750000000002,0.08,0.774,282.51,46.0,False,OK
564274,1,1.65,3.36,48.9,11,34,248,A,Y,AY,GROCERY I,0,2.5,8.4,4.125,3066.0,1505.625,0.08,0.672,245.28,53.0,False,OK
564287,1,4.07,5.91,68.9,18,59,328,A,Z,AZ,BREAD/BAKERY,1,1.5,8.865,6.105,3235.725,2228.3250000000003,0.18,1.5957,873.6457499999999,60.0,False,OK
564288,1,1.59,1.69,94.1,4,16,175,A,Z,AZ,BREAD/BAKERY,1,1.5,2.535,2.3850000000000002,925.2750000000001,870.5250000000001,0.18,0.4563,249.82425,13.0,True,Reorder Now
564533,1,5.1,8.64,59.1,21,81,397,A,Y,AY,GROCERY I,0,2.5,21.6,12.75,7884.000000000001,4653.75,0.08,1.7280000000000002,630.72,110.0,False,OK
564534,1,2.39,3.9,61.3,9,36,267,A,Z,AZ,GROCERY I,0,2.5,9.75,5.9750000000000005,3558.75,2180.875,0.18,1.755,640.5749999999999,26.0,True,Reorder Now
567588,1,1.44,3.75,38.6,9,35,261,A,Z,AZ,GROCERY I,0,2.5,9.375,3.5999999999999996,3421.875,1313.9999999999998,0.18,1.6875,615.9375,32.0,True,Reorder Now
567623,1,8.73,13.32,65.6,166,260,493,A,Z,AZ,GROCERY I,0,2.5,33.3,21.825000000000003,12154.499999999998,7966.125000000001,0.18,5.993999999999999,2187.8099999999995,128.0,True,Critical
567750,1,1.84,3.58,51.5,9,34,255,A,Z,AZ,GROCERY I,0,2.5,8.95,4.6000000000000005,3266.7499999999995,1679.0000000000002,0.18,1.6109999999999998,588.0149999999999,15.0,True,Critical
567779,1,1.39,2.0,69.6,7,21,191,A,Y,AY,DELI,1,4.5,9.0,6.255,3285.0,2283.075,0.08,0.72,394.20000000000005,33.0,False,OK
570917,1,2.99,7.22,41.4,23,74,363,A,Z,AZ,GROCERY I,0,2.5,18.05,7.4750000000000005,6588.25,2728.375,0.18,3.249,1185.885,104.0,False,OK
572838,1,2.08,3.48,59.8,10,34,252,A,Y,AY,CLEANING,0,4.0,13.92,8.32,5080.8,3036.8,0.08,1.1136,406.464,42.0,False,OK
573832,1,2.13,3.93,54.2,10,37,268,A,Z,AZ,GROCERY I,0,2.5,9.825000000000001,5.324999999999999,3586.1250000000005,1943.6249999999998,0.18,1.7685000000000002,645.5025,33.0,True,Reorder Now
574898,1,0.97,1.94,50.3,5,19,188,A,Z,AZ,CLEANING,0,4.0,7.76,3.88,2832.4,1416.2,0.18,1.3967999999999998,509.83199999999994,12.0,True,Reorder Now
575675,1,1.86,3.56,52.3,10,35,255,A,Y,AY,GROCERY I,0,2.5,8.9,4.65,3248.5,1697.2500000000002,0.08,0.7120000000000001,259.88000000000005,21.0,True,Reorder Now
577741,1,2.12,4.84,43.8,11,45,297,A,Z,AZ,GROCERY I,0,2.5,12.1,5.300000000000001,4416.5,1934.5000000000002,0.18,2.178,794.97,32.0,True,Reorder Now
578097,1,2.77,5.7,48.5,17,57,323,A,Z,AZ,DAIRY,1,2.2,12.540000000000001,6.094,4577.1,2224.31,0.18,2.2572,1235.817,60.0,False,OK
579759,1,1.45,2.9,49.9,7,27,230,A,Z,AZ,GROCERY I,0,2.5,7.25,3.625,2646.25,1323.125,0.18,1.305,476.325,34.0,False,OK
580929,1,1.13,2.22,50.8,6,21,201,A,Y,AY,GROCERY I,0,2.5,5.550000000000001,2.8249999999999997,2025.7500000000002,1031.125,0.08,0.44400000000000006,162.06000000000003,25.0,False,OK
581078,1,6.06,10.42,58.2,40,113,436,A,Y,AY,CLEANING,0,4.0,41.68,24.24,15213.2,8847.599999999999,0.08,3.3344,1217.056,83.0,True,Reorder Now
581742,1,2.13,2.98,71.6,9,30,233,A,Z,AZ,GROCERY I,0,2.5,7.45,5.324999999999999,2719.25,1943.6249999999998,0.18,1.341,489.465,46.0,False,OK
582863,1,2.89,10.14,28.5,17,88,430,A,Y,AY,MEATS,1,8.0,81.12,23.12,29608.800000000003,8438.800000000001,0.08,6.4896,3553.0560000000005,113.0,False,OK
582864,1,24.65,45.35,54.4,126,444,910,A,Y,AY,MEATS,1,8.0,362.8,197.2,132422.0,71978.0,0.08,29.024,15890.64,473.0,False,OK
582865,1,3.29,9.04,36.4,21,84,406,A,Y,AY,MEATS,1,8.0,72.32,26.32,26396.8,9606.8,0.08,5.7856,3167.6159999999995,95.0,False,OK
583795,1,2.73,4.9,55.7,13,47,299,A,Y,AY,MEATS,1,8.0,39.2,21.84,14308.000000000002,7971.6,0.08,3.136,1716.96,42.0,True,Reorder Now
583797,1,1.27,1.85,68.4,4,17,184,A,Z,AZ,MEATS,1,8.0,14.8,10.16,5402.0,3708.4,0.18,2.664,1458.54,12.0,True,Reorder Now
583799,1,1.57,3.76,41.9,8,34,262,A,Y,AY,MEATS,1,8.0,30.08,12.56,10979.199999999999,4584.400000000001,0.08,2.4064,1317.504,28.0,True,Reorder Now
583868,1,1.78,4.22,42.3,11,41,277,A,Z,AZ,MEATS,1,8.0,33.76,14.24,12322.4,5197.6,0.18,6.0767999999999995,3327.048,54.0,False,OK
583931,1,2.1,4.61,45.6,11,43,290,A,Y,AY,MEATS,1,8.0,36.88,16.8,13461.2,6132.0,0.08,2.9504,1615.344,18.0,True,Critical
584028,1,12.6,33.38,37.7,116,350,780,A,Y,AY,MEATS,1,8.0,267.04,100.8,97469.6,36792.0,0.08,21.363200000000003,11696.352000000003,189.0,True,Reorder Now
584078,1,1.75,4.42,39.7,9,40,284,A,Y,AY,MEATS,1,8.0,35.36,14.0,12906.4,5110.0,0.08,2.8288,1548.7680000000003,18.0,True,Critical
586969,1,2.5,3.54,70.5,13,37,254,A,Z,AZ,GROCERY I,0,2.5,8.85,6.25,3230.25,2281.25,0.18,1.593,581.4449999999999,17.0,True,Critical
587069,1,11.98,4.56,263.0,37,69,288,A,Z,AZ,GROCERY I,0,2.5,11.399999999999999,29.950000000000003,4160.999999999999,10931.750000000002,0.18,2.0519999999999996,748.9799999999999,98.0,False,OK
587186,1,2.06,3.87,53.2,10,37,266,A,Y,AY,CLEANING,0,4.0,15.48,8.24,5650.2,3007.6,0.08,1.2384000000000002,452.0160000000001,46.0,False,OK
598414,1,1.32,2.05,64.4,6,20,193,A,Y,AY,GROCERY I,0,2.5,5.125,3.3000000000000003,1870.625,1204.5,0.08,0.41000000000000003,149.65,19.0,True,Reorder Now
617103,1,1.03,2.47,41.8,6,23,212,A,Y,AY,EGGS,1,2.0,4.94,2.06,1803.1000000000001,751.9,0.08,0.39520000000000005,216.372,12.0,True,Reorder Now
619969,1,2.25,3.69,61.1,12,38,259,A,Z,AZ,GROCERY I,0,2.5,9.225,5.625,3367.125,2053.125,0.18,1.6604999999999999,606.0825,38.0,True,Reorder Now
621300,1,3.39,7.9,42.9,22,77,380,A,Y,AY,GROCERY I,0,2.5,19.75,8.475,7208.75,3093.375,0.08,1.58,576.7,75.0,True,Reorder Now
627263,1,2.4,2.9,82.7,8,29,230,A,Z,AZ,GROCERY I,0,2.5,7.25,6.0,2646.25,2190.0,0.18,1.305,476.325,18.0,True,Reorder Now
633735,1,93.42,86.79,107.6,472,1079,1259,A,Z,AZ,MEATS,1,8.0,694.32,747.36,253426.80000000002,272786.4,0.18,124.97760000000001,68425.236,993.0,True,Reorder Now
634009,1,1.55,2.67,58.1,8,27,221,A,Y,AY,MEATS,1,8.0,21.36,12.4,7796.4,4526.0,0.08,1.7088,935.568,24.0,True,Reorder Now
634014,1,1.74,4.16,41.9,11,40,276,A,Y,AY,MEATS,1,8.0,33.28,13.92,12147.2,5080.8,0.08,2.6624000000000003,1457.6640000000002,46.0,False,OK
639586,1,4.69,8.55,54.9,27,87,395,A,Z,AZ,GROCERY I,0,2.5,21.375,11.725000000000001,7801.875,4279.625000000001,0.18,3.8474999999999997,1404.3374999999999,101.0,False,OK
641042,1,1.98,2.66,74.3,9,27,220,A,Z,AZ,GROCERY I,0,2.5,6.65,4.95,2427.25,1806.75,0.18,1.197,436.90500000000003,12.0,True,Critical
648313,1,1.22,2.16,56.5,6,21,199,A,Y,AY,CLEANING,0,4.0,8.64,4.88,3153.6000000000004,1781.2,0.08,0.6912,252.288,18.0,True,Reorder Now
651523,1,2.21,3.64,60.7,10,36,258,A,Z,AZ,GROCERY I,0,2.5,9.1,5.525,3321.5,2016.6250000000002,0.18,1.638,597.87,41.0,False,OK
655427,1,3.88,6.02,64.5,25,67,331,A,Z,AZ,CLEANING,0,4.0,24.08,15.52,8789.199999999999,5664.8,0.18,4.3344,1582.0559999999998,67.0,True,Reorder Now
657869,1,3.16,4.64,68.1,17,50,291,A,Z,AZ,GROCERY I,0,2.5,11.6,7.9,4234.0,2883.5,0.18,2.088,762.12,71.0,False,OK
660502,1,6.45,11.96,53.9,38,122,467,A,Z,AZ,GROCERY I,0,2.5,29.900000000000002,16.125,10913.5,5885.625,0.18,5.382000000000001,1964.4300000000003,145.0,False,OK
664543,1,4.75,7.85,60.5,69,124,379,A,Z,AZ,PERSONAL CARE,0,5.0,39.25,23.75,14326.25,8668.75,0.18,7.0649999999999995,2578.725,74.0,True,Reorder Now
664545,1,1.56,2.55,61.1,10,28,216,A,Z,AZ,PERSONAL CARE,0,5.0,12.75,7.800000000000001,4653.75,2847.0000000000005,0.18,2.295,837.675,14.0,True,Critical
668752,1,1.14,1.95,58.4,6,19,189,A,Y,AY,CLEANING,0,4.0,7.8,4.56,2847.0,1664.3999999999999,0.08,0.624,227.76,22.0,False,OK
671039,1,9.19,19.63,46.8,55,193,598,A,Z,AZ,BEVERAGES,0,3.0,58.89,27.57,21494.85,10063.05,0.18,10.6002,3869.073,83.0,True,Critical
671083,1,1.07,1.48,72.4,3,14,164,A,Y,AY,DELI,1,4.5,6.66,4.815,2430.9,1757.4750000000001,0.08,0.5328,291.708,15.0,False,OK
675524,1,1.71,3.14,54.6,9,31,239,A,Y,AY,PREPARED FOODS,1,5.5,17.27,9.405,6303.55,3432.825,0.08,1.3816,756.4259999999999,47.0,False,OK
679442,1,4.3,5.28,81.4,35,72,310,A,Z,AZ,BEVERAGES,0,3.0,15.84,12.899999999999999,5781.6,4708.499999999999,0.18,2.8512,1040.6879999999999,79.0,False,OK
679926,1,1.59,3.38,47.0,9,33,248,A,Z,AZ,EGGS,1,2.0,6.76,3.18,2467.4,1160.7,0.18,1.2167999999999999,666.1979999999999,29.0,True,Reorder Now
683721,1,2.29,4.45,51.5,13,45,285,A,Z,AZ,GROCERY I,0,2.5,11.125,5.725,4060.625,2089.625,0.18,2.0025,730.9125,53.0,False,OK
692104,1,1.68,2.91,57.6,8,28,230,A,Y,AY,CLEANING,0,4.0,11.64,6.72,4248.6,2452.7999999999997,0.08,0.9312,339.88800000000003,27.0,True,Reorder Now
692531,1,3.12,4.42,70.6,16,47,284,A,Z,AZ,GROCERY I,0,2.5,11.05,7.800000000000001,4033.2500000000005,2847.0000000000005,0.18,1.989,725.985,50.0,False,OK
692537,1,2.01,4.2,47.8,11,40,277,A,Y,AY,GROCERY I,0,2.5,10.5,5.0249999999999995,3832.5,1834.1249999999998,0.08,0.84,306.59999999999997,61.0,False,OK
695758,1,4.58,6.46,70.9,33,79,343,A,Y,AY,SEAFOOD,1,9.0,58.14,41.22,21221.1,15045.3,0.08,4.6512,2546.532,68.0,True,Reorder Now
696183,1,1.11,1.78,62.5,4,17,180,A,Y,AY,BREAD/BAKERY,1,1.5,2.67,1.665,974.55,607.725,0.08,0.2136,116.946,26.0,False,OK
699686,1,11.39,27.35,41.7,73,264,706,A,Z,AZ,MEATS,1,8.0,218.8,91.12,79862.0,33258.8,0.18,39.384,21562.739999999998,392.0,False,OK
699703,1,3.74,15.83,23.6,27,138,537,A,Y,AY,MEATS,1,8.0,126.64,29.92,46223.6,10920.800000000001,0.08,10.1312,5546.832,88.0,True,Reorder Now
699745,1,1.3,3.13,41.4,7,29,239,A,Y,AY,SEAFOOD,1,9.0,28.169999999999998,11.700000000000001,10282.05,4270.5,0.08,2.2536,1233.846,14.0,True,Critical
716250,1,3.79,8.28,45.8,21,79,389,A,Z,AZ,BEVERAGES,0,3.0,24.839999999999996,11.370000000000001,9066.599999999999,4150.05,0.18,4.471199999999999,1631.9879999999996,41.0,True,Reorder Now
723184,1,2.01,4.8,41.9,11,44,296,A,Z,AZ,DAIRY,1,2.2,10.56,4.422,3854.4,1614.03,0.18,1.9008,1040.688,19.0,True,Critical
724359,1,1.93,3.26,59.3,9,32,244,A,Z,AZ,PREPARED FOODS,1,5.5,17.93,10.615,6544.45,3874.475,0.18,3.2274,1767.0014999999999,16.0,True,Critical
724498,1,17.34,10.25,169.2,103,175,433,A,Z,AZ,GROCERY I,0,2.5,25.625,43.35,9353.125,15822.75,0.18,4.6125,1683.5625,213.0,False,OK
730258,1,5.53,12.94,42.7,27,117,486,A,Z,AZ,BEVERAGES,0,3.0,38.82,16.59,14169.3,6055.35,0.18,6.9876,2550.4739999999997,57.0,True,Critical
730259,1,3.87,8.11,47.7,25,82,385,A,Z,AZ,BEVERAGES,0,3.0,24.33,11.61,8880.449999999999,4237.65,0.18,4.3793999999999995,1598.4809999999998,64.0,True,Reorder Now
736128,1,2.29,2.06,111.2,6,20,194,A,Y,AY,BREAD/BAKERY,1,1.5,3.09,3.435,1127.85,1253.775,0.08,0.2472,135.34199999999998,28.0,False,OK
738219,1,4.28,2.14,200.3,6,21,197,A,Z,AZ,CLEANING,0,4.0,8.56,17.12,3124.4,6248.8,0.18,1.5408,562.3919999999999,9.0,True,Critical
740714,1,1.25,2.04,61.4,9,23,193,A,Y,AY,CLEANING,0,4.0,8.16,5.0,2978.4,1825.0,0.08,0.6528,238.27200000000002,32.0,False,OK
740722,1,4.96,8.38,59.2,24,83,391,A,Z,AZ,CLEANING,0,4.0,33.52,19.84,12234.800000000001,7241.6,0.18,6.033600000000001,2202.264,61.0,True,Reorder Now
740729,1,2.83,6.64,42.6,15,62,348,A,Z,AZ,GROCERY I,0,2.5,16.599999999999998,7.075,6058.999999999999,2582.375,0.18,2.9879999999999995,1090.62,34.0,True,Reorder Now
741201,1,2.22,5.22,42.5,12,49,309,A,Y,AY,SEAFOOD,1,9.0,46.98,19.98,17147.699999999997,7292.7,0.08,3.7584,2057.724,61.0,False,OK
749421,1,2.53,4.2,60.2,13,42,277,A,Z,AZ,GROCERY I,0,2.5,10.5,6.324999999999999,3832.5,2308.6249999999995,0.18,1.89,689.8499999999999,48.0,False,OK
757888,1,1.94,3.0,64.7,9,30,234,A,Z,AZ,CLEANING,0,4.0,12.0,7.76,4380.0,2832.4,0.18,2.16,788.4000000000001,44.0,False,OK
759694,1,1.67,3.91,42.6,9,36,267,A,Y,AY,GROCERY I,0,2.5,9.775,4.175,3567.875,1523.875,0.08,0.782,285.43,46.0,False,OK
759893,1,1.28,1.64,77.6,4,15,173,A,Z,AZ,CLEANING,0,4.0,6.56,5.12,2394.3999999999996,1868.8,0.18,1.1807999999999998,430.99199999999996,20.0,False,OK
759894,1,0.67,1.61,41.7,3,15,171,A,Z,AZ,PERSONAL CARE,0,5.0,8.05,3.35,2938.2500000000005,1222.75,0.18,1.449,528.885,11.0,True,Reorder Now
764438,1,2.95,5.29,55.8,13,50,311,A,Z,AZ,GROCERY I,0,2.5,13.225,7.375,4827.125,2691.875,0.18,2.3805,868.8825,31.0,True,Reorder Now
764439,1,3.67,4.96,73.9,17,51,301,A,Z,AZ,GROCERY I,0,2.5,12.4,9.175,4526.0,3348.8750000000005,0.18,2.2319999999999998,814.68,66.0,False,OK
765517,1,0.58,1.32,43.5,2,11,155,A,Z,AZ,GROCERY I,0,2.5,3.3000000000000003,1.45,1204.5,529.25,0.18,0.594,216.81,15.0,False,OK
769312,1,1.2,2.04,58.9,5,20,193,A,Y,AY,CLEANING,0,4.0,8.16,4.8,2978.4,1752.0,0.08,0.6528,238.27200000000002,32.0,False,OK
769314,1,2.71,5.07,53.4,17,52,304,A,Z,AZ,CLEANING,0,4.0,20.28,10.84,7402.200000000001,3956.6,0.18,3.6504,1332.396,47.0,True,Reorder Now
770463,1,9.2,11.7,78.6,40,122,462,A,Z,AZ,BEVERAGES,0,3.0,35.099999999999994,27.599999999999998,12811.499999999998,10074.0,0.18,6.317999999999999,2306.0699999999997,103.0,True,Reorder Now
771156,1,1.36,2.83,48.1,9,29,227,A,Z,AZ,CLEANING,0,4.0,11.32,5.44,4131.8,1985.6000000000001,0.18,2.0376,743.7239999999999,39.0,False,OK
781794,1,2.77,4.25,65.2,16,46,278,A,Y,AY,FROZEN FOODS,0,3.5,14.875,9.695,5429.375,3538.675,0.08,1.19,434.34999999999997,37.0,True,Reorder Now
781796,1,3.39,8.1,41.8,17,74,385,A,Y,AY,FROZEN FOODS,0,3.5,28.349999999999998,11.865,10347.75,4330.725,0.08,2.268,827.8199999999999,112.0,False,OK
781797,1,2.46,4.67,52.6,12,45,292,A,Y,AY,FROZEN FOODS,0,3.5,16.345,8.61,5965.924999999999,3142.6499999999996,0.08,1.3075999999999999,477.27399999999994,64.0,False,OK
781798,1,2.29,3.71,61.8,10,36,260,A,Y,AY,FROZEN FOODS,0,3.5,12.985,8.015,4739.525,2925.4750000000004,0.08,1.0388,379.162,33.0,True,Reorder Now
783243,1,1.48,3.12,47.2,9,31,239,A,Z,AZ,GROCERY I,0,2.5,7.800000000000001,3.7,2847.0000000000005,1350.5,0.18,1.4040000000000001,512.46,40.0,False,OK
789224,1,2.35,4.65,50.6,11,44,291,A,Y,AY,CLEANING,0,4.0,18.6,9.4,6789.000000000001,3431.0,0.08,1.4880000000000002,543.1200000000001,57.0,False,OK
789904,1,3.81,6.7,56.8,21,68,350,A,Y,AY,DAIRY,1,2.2,14.740000000000002,8.382000000000001,5380.1,3059.4300000000007,0.08,1.1792000000000002,645.6120000000001,36.0,True,Reorder Now
789905,1,4.82,9.49,50.8,31,97,416,A,Y,AY,DAIRY,1,2.2,20.878000000000004,10.604000000000001,7620.470000000001,3870.4600000000005,0.08,1.6702400000000004,914.4564000000003,144.0,False,OK
795610,1,2.56,5.48,46.7,15,53,316,A,Y,AY,FROZEN FOODS,0,3.5,19.18,8.96,7000.7,3270.4,0.08,1.5344,560.056,53.0,True,Reorder Now
796396,1,2.97,4.77,62.3,16,49,295,A,Z,AZ,CLEANING,0,4.0,19.08,11.88,6964.2,4336.200000000001,0.18,3.4343999999999997,1253.5559999999998,68.0,False,OK
801217,1,1.62,3.31,49.0,8,32,246,A,Z,AZ,CLEANING,0,4.0,13.24,6.48,4832.6,2365.2000000000003,0.18,2.3832,869.8679999999999,25.0,True,Reorder Now
802831,1,2.38,3.18,74.8,11,33,241,A,Z,AZ,GROCERY I,0,2.5,7.95,5.949999999999999,2901.75,2171.7499999999995,0.18,1.431,522.315,49.0,False,OK
802832,1,2.0,3.36,59.5,10,33,248,A,Z,AZ,GROCERY I,0,2.5,8.4,5.0,3066.0,1825.0,0.18,1.512,551.88,29.0,True,Reorder Now
802833,1,1.31,2.56,51.0,6,24,216,A,Z,AZ,GROCERY I,0,2.5,6.4,3.2750000000000004,2336.0,1195.3750000000002,0.18,1.152,420.47999999999996,10.0,True,Critical
804503,1,1.54,2.03,76.1,7,22,192,A,Z,AZ,GROCERY I,0,2.5,5.074999999999999,3.85,1852.3749999999998,1405.25,0.18,0.9134999999999999,333.42749999999995,33.0,False,OK
804932,1,3.02,7.41,40.8,23,75,368,A,Z,AZ,BEVERAGES,0,3.0,22.23,9.06,8113.95,3306.9,0.18,4.0014,1460.5110000000002,38.0,True,Reorder Now
804974,1,1.97,3.29,59.7,8,31,245,A,Z,AZ,GROCERY I,0,2.5,8.225,4.925,3002.125,1797.625,0.18,1.4805,540.3824999999999,24.0,True,Reorder Now
805310,1,4.29,5.48,78.2,13,51,316,A,Z,AZ,BEVERAGES,0,3.0,16.44,12.870000000000001,6000.6,4697.55,0.18,2.9592,1080.108,79.0,False,OK
805311,1,1.56,2.73,57.0,11,30,223,A,Y,AY,BEVERAGES,0,3.0,8.19,4.68,2989.35,1708.1999999999998,0.08,0.6552,239.148,46.0,False,OK
805321,1,1.5,2.89,51.7,10,30,230,A,Z,AZ,GROCERY I,0,2.5,7.2250000000000005,3.75,2637.125,1368.75,0.18,1.3005,474.6825,33.0,False,OK
807493,1,3.27,4.81,68.0,19,52,296,A,Z,AZ,BEVERAGES,0,3.0,14.43,9.81,5266.95,3580.65,0.18,2.5974,948.0509999999999,60.0,False,OK
807495,1,2.92,3.66,79.7,14,39,258,A,Z,AZ,BEVERAGES,0,3.0,10.98,8.76,4007.7000000000003,3197.4,0.18,1.9764,721.386,37.0,True,Reorder Now
809882,1,1.49,2.51,59.3,8,25,214,A,Y,AY,BREAD/BAKERY,1,1.5,3.7649999999999997,2.235,1374.225,815.775,0.08,0.30119999999999997,164.90699999999998,19.0,True,Reorder Now
812726,1,0.66,1.35,48.7,3,12,157,A,Z,AZ,CLEANING,0,4.0,5.4,2.64,1971.0000000000002,963.6,0.18,0.972,354.78,10.0,True,Reorder Now
812751,1,3.91,5.9,66.3,19,60,328,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,17.700000000000003,11.73,6460.500000000001,4281.45,0.18,3.1860000000000004,1162.89,72.0,False,OK
812757,1,3.65,5.5,66.3,15,53,317,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,16.5,10.95,6022.5,3996.7499999999995,0.18,2.9699999999999998,1084.05,69.0,False,OK
813770,1,2.75,3.94,69.6,14,42,268,A,Y,AY,PREPARED FOODS,1,5.5,21.669999999999998,15.125,7909.549999999999,5520.625,0.08,1.7335999999999998,949.1459999999998,57.0,False,OK
819209,1,2.25,4.02,56.1,13,41,271,A,Z,AZ,MEATS,1,8.0,32.16,18.0,11738.4,6570.0,0.18,5.788799999999999,3169.3679999999995,55.0,False,OK
819228,1,5.29,9.14,57.9,33,97,408,A,Y,AY,MEATS,1,8.0,73.12,42.32,26688.800000000003,15446.8,0.08,5.849600000000001,3202.6560000000004,49.0,True,Reorder Now
819230,1,1.3,2.41,53.7,8,25,210,A,Y,AY,MEATS,1,8.0,19.28,10.4,7037.200000000001,3796.0,0.08,1.5424000000000002,844.4640000000002,25.0,True,Reorder Now
819932,1,13.04,30.23,43.1,82,294,743,A,Z,AZ,BEVERAGES,0,3.0,90.69,39.12,33101.85,14278.8,0.18,16.324199999999998,5958.332999999999,138.0,True,Critical
819933,1,5.27,5.29,99.6,27,64,311,A,Z,AZ,BEVERAGES,0,3.0,15.870000000000001,15.809999999999999,5792.55,5770.65,0.18,2.8566000000000003,1042.659,68.0,False,OK
819934,1,6.07,7.71,78.6,30,84,375,A,Z,AZ,BEVERAGES,0,3.0,23.13,18.21,8442.449999999999,6646.650000000001,0.18,4.163399999999999,1519.6409999999998,78.0,True,Reorder Now
823245,1,1.4,2.28,61.6,6,22,204,A,Y,AY,BREAD/BAKERY,1,1.5,3.42,2.0999999999999996,1248.3,766.4999999999999,0.08,0.2736,149.796,32.0,False,OK
828204,1,1.74,3.29,52.8,8,31,245,A,Z,AZ,GROCERY I,0,2.5,8.225,4.35,3002.125,1587.7499999999998,0.18,1.4805,540.3824999999999,25.0,True,Reorder Now
828630,1,3.16,4.95,63.9,18,53,300,A,Y,AY,DELI,1,4.5,22.275000000000002,14.22,8130.375000000001,5190.3,0.08,1.7820000000000003,975.6450000000001,29.0,True,Reorder Now
828632,1,0.9,1.88,47.7,5,18,185,A,Y,AY,DELI,1,4.5,8.459999999999999,4.05,3087.8999999999996,1478.25,0.08,0.6768,370.548,10.0,True,Reorder Now
830625,1,0.6,1.42,42.2,4,14,161,A,Z,AZ,CLEANING,0,4.0,5.68,2.4,2073.2,876.0,0.18,1.0224,373.176,18.0,False,OK
830797,1,1.52,2.69,56.3,9,28,222,A,Y,AY,GROCERY I,0,2.5,6.725,3.8,2454.625,1387.0,0.08,0.538,196.37,32.0,False,OK
830829,1,1.29,2.55,50.6,7,24,216,A,Y,AY,GROCERY I,0,2.5,6.375,3.225,2326.875,1177.125,0.08,0.51,186.15,13.0,True,Reorder Now
838215,1,3.33,8.8,37.9,17,79,401,A,Y,AY,DAIRY,1,2.2,19.360000000000003,7.3260000000000005,7066.4000000000015,2673.9900000000002,0.08,1.5488000000000002,847.9680000000001,40.0,True,Reorder Now
838216,1,5.09,12.9,39.4,42,132,485,A,Z,AZ,DAIRY,1,2.2,28.380000000000003,11.198,10358.7,4087.27,0.18,5.1084000000000005,2796.849,164.0,False,OK
838217,1,1.76,3.1,56.9,7,28,238,A,Z,AZ,DAIRY,1,2.2,6.820000000000001,3.8720000000000003,2489.3000000000006,1413.2800000000002,0.18,1.2276000000000002,672.1110000000001,14.0,True,Critical
838400,1,2.22,4.58,48.5,11,43,289,A,Z,AZ,DAIRY,1,2.2,10.076,4.884000000000001,3677.7400000000002,1782.6600000000005,0.18,1.81368,992.9898000000001,60.0,False,OK
